IDs	SMILES
CDK_Depict_38_200	COC(=C(C#N)C#N)NC(=O)CC1=CC=CS1
CDK_Depict_38_201	CCC#[S-](C)C
CDK_Depict_38_202	CCCCCCC1=CC=C(C=C1)N2C3=C(SC(=C3)I)SC4=C2C=C(S4)I
CDK_Depict_38_203	C1=CC=C(C=C1)[S+]=C2C=CC(C=C2)C/C=C/C#N
CDK_Depict_38_204	CC1=NOC(=N1)OCN2C=CC=N2
CDK_Depict_38_205	CC[N+](=CC)C(=CN=CC)C(=O)ON
CDK_Depict_38_206	C/C=C(/C=N)\C(=C/C)\N=CCl
CDK_Depict_38_207	C1CCC(CC1)OS(=O)COC2OCO2
CDK_Depict_38_208	C(=N[N+](=O)[O-])([S-])[S-]
CDK_Depict_38_209	CC([NH+]1C=CN=N1)OC
CDK_Depict_38_211	CC1=CC=NC2=NNC(=O)C12
CDK_Depict_38_212	CC(CC(C)OC(C(=C(C)N)C)O)N(C)C/N=C(\C1(CC(C1)N)O)/N
CDK_Depict_38_213	CCC(CC)(CC)C(C)(C)N=[Ta]
CDK_Depict_38_214	CC(/C=C\C(=C)NCO)C(=C)N=CC(C)Cl
CDK_Depict_38_215	CCCC(CCC)(C=NO)Cl
CDK_Depict_38_216	C1C(=C(C1=O)O)C2=C(C(=O)C2)O
CDK_Depict_38_217	CN1CCC2=NN(CC=C2C1)C3=CC=NC=C3
CDK_Depict_38_218	CCC1=NC(=CS1)C(=N)N2CCNC(C2=N)C
CDK_Depict_38_219	CC1=C(C(C(=C1C)C)(C)[As](N([Si](C)(C)C)[Si](C)(C)C)Cl)C
CDK_Depict_38_220	C1CCOC(C1)ON=C(C(=NOC2CCCCO2)N=[N+]=[N-])N=[N+]=[N-]
CDK_Depict_38_221	C1=C(C(=O)NC(=N1)N)NC(=O)[C@@H](CO)OP(=O)(O)OC[C@H](C(=O)NC2=CN=C(NC2=O)N)OP(=O)(O)O
CDK_Depict_38_222	CC/C(=C\C=C/N=C(C(=O)OCC)SC=C)/C(F)(F)F
CDK_Depict_38_223	CCC(=O)C(=C)C1=CC=[N+](C=CO1)C
CDK_Depict_38_224	CCOC(=O)CC(C)(C)CC(C(C(F)(F)F)(Cl)Br)O
CDK_Depict_38_225	CC(=C(N(C)CNC)Cl)C
CDK_Depict_38_226	CCC(C)S(C=C)(S)SC
CDK_Depict_38_227	CC[Al]1CC[C@@H](C1)CSC2=CC=CC=C2
CDK_Depict_38_228	B(CC1=CC=CC=C1)(O[N+]2=CC=CC=C2)O[N+]3=CC=CC=C3
CDK_Depict_38_230	CC(C)[Si](C(C)C)(C(C)C)O/[N+](=C\C(=O)OC)/[O-]
CDK_Depict_38_231	C(C(C(C#CF)(F)F)(F)F)OC(C#N)(F)F
CDK_Depict_38_232	CC/C(=C(\C=C)/F)/OCOO
CDK_Depict_38_233	CC(=O)N[C@H](C(=O)NCC1=CC=CC=C1)N2C=CC=C2
CDK_Depict_38_234	CCOC(=O)/C(=C(/N)\Cl)/C(=NC)N
CDK_Depict_38_235	CC1=CC(=O)NC(C1Br)(C)C
CDK_Depict_38_236	CC(=C(CC(=O)C#C)C(=C)C)C
CDK_Depict_38_237	CC1=CC=C2N1C(=NI=N2)C
CDK_Depict_38_238	CC1=NSC(=C1)NC2=NN=C(S2)C
CDK_Depict_38_239	CNC/C(=C(/N=C)\O)/C=C
CDK_Depict_38_240	C[C@@H](C(=O)OC)NON(CC1=CC=CC=C1)S(=O)(=O)O
CDK_Depict_38_241	[2H]C1=CC(=C2N1C=CC=C2)[2H]
CDK_Depict_38_242	C(=O)(C(N(Cl)Cl)(Cl)Cl)O[Al](OC(=O)C(N(Cl)Cl)(Cl)Cl)OC(=O)C(N(Cl)Cl)(Cl)Cl
CDK_Depict_38_243	C#CCCOC(F)F
CDK_Depict_38_244	C1=CC=C(C=C1)COC(C(=O)O)[P+](=O)CCNC(=O)OCC2=CC=CC=C2
CDK_Depict_38_245	CCCSCC(CSC1=NC(=NC(=N1)SCC(CSCCS)SCCC)SCC(CSCCC)SCCS)SCCC
CDK_Depict_38_246	CC(C)(C)CN(CC(F)(F)F)C(=O)COCCOC1=CC=CC=C1
CDK_Depict_38_247	C1C=CC=CN1NC(C(O)(O)O)O
CDK_Depict_38_248	[B]C(C(=O)NS(=O)(=O)C)NC
CDK_Depict_38_249	C=CC(=O)OOOC1=NC(=NC(=N1)OOOC(=O)C=C)OOOC(=O)C=C
CDK_Depict_38_250	CCC(=NOC(=S)NC1=CC=CC=C1NC(=S)ON=C(C)CC)C
CDK_Depict_38_251	CCS/C=C(\C)/C1(CC1)Cl
CDK_Depict_38_252	C[Si](C)(C)C1=CC=C(C(=O)C=C1)O
CDK_Depict_38_253	CCC[Si]1(CCC(CC1)/C=C/C#CC2=CC(=C(C=C2)F)F)F
CDK_Depict_38_254	CCCCCCCCCCCCCCCCCCC=C[SiH](CCl)OC1=CC=CC=C1
CDK_Depict_38_255	C1C(S1)CC(CC2CS2)COCC(CC3CS3)CC4CS4
CDK_Depict_38_256	C1=CS[C@@H]2N1C(=S)C2CCF
CDK_Depict_38_257	CC(=C1C=CC=NC(=N)S1)N
CDK_Depict_38_258	CN1C(=NN=N1)SN2CCC2=O
CDK_Depict_38_259	CC(C)(C)PC(=O)/C=C/CC1CCCCC1
CDK_Depict_38_260	B(=NC1=CC=CC=N1)C2=CC=CC=N2
CDK_Depict_38_261	C=C(C(C(F)(F)P(=O)(O)O)Cl)S(=O)(=O)P(=O)(O)O
CDK_Depict_38_262	CNC(=O)N(C)SC1=CN=CC=C1
CDK_Depict_38_263	C[Si](C)(C=C)OC(CO[Si])(C=C)O[Si](C)(C)C=C
CDK_Depict_38_264	CCCC[Sn](CCCC)(CCCC)C(=NC1=C(C=CC=C1C)C)C(F)(F)F
CDK_Depict_38_265	C1CC1C2=NN(N=C2)NC(=O)C34CC5CC(C3)CC(C5)C4
CDK_Depict_38_266	CC(C)(CO)SC1=NC=CNC1=O
CDK_Depict_38_267	CN1N=C(N=N1)C2=NSC=C2
CDK_Depict_38_268	C[Sn](C)(C)C#CC(F)(F)F
CDK_Depict_38_269	[2H][C@@]1(SC2CC(C2)(S1)[2H])CC=C
CDK_Depict_38_270	CC[SiH](C=C)F
CDK_Depict_38_271	CC(C)(O[C@H](CCN)CC=O)OS
CDK_Depict_38_272	CC1=CC(=CC=C1)CS(=NCC2=CC=CC=C2)(=O)CC(=O)O
CDK_Depict_38_273	CC(=CC(CC(C)(C)CN=C=O)N=C=O)C
CDK_Depict_38_274	C=CC/C(=C/Br)/N
CDK_Depict_38_275	CC(C)CC1=CSN=C=C1
CDK_Depict_38_276	C1=CPC(=C1CS)CS
CDK_Depict_38_277	C1(C(=O)C(=O)O1)N
CDK_Depict_38_278	C[Si](C)(CCCN=C(NC1CCCCC1)NC2CCCCC2)O[Si](C)(C)O[Si](C)(C)CCCN=C(NC3CCCCC3)NC4CCCCC4
CDK_Depict_38_279	CC1(CCNCC1S(=O)C)O
CDK_Depict_38_280	CC1=C(C(=NN1)N=NCl)Cl
CDK_Depict_38_281	C1C=CC2(C=C1)OC=NO2
CDK_Depict_38_282	C[N+]1(C(=C)C(=C)OC(=C)C1=C)[O-]
CDK_Depict_38_283	CC(C)(C[C@H]([C@@H]1CCC=CO1)C2CC2)[S@](=O)N
CDK_Depict_38_284	CC1C=C(C=CC(=C1)[Se](C)(C)C)CC/C=C\C2=CCCC=C2C=C
CDK_Depict_38_285	C(CSSN=C(N)N)N=C(N)N
CDK_Depict_38_286	CCCC(C1=CC=NC=C1)OC(=NC=NC(C)(C)C)N
CDK_Depict_38_288	CCCCCCCCCCCCCCCCCC(=O)ONN1C=CN=C1
CDK_Depict_38_289	CC(CC=CC(C(=O)O)Br)C(C(C)NC)O
CDK_Depict_38_290	CC1=NSC(=C1)C#CC(=O)OC
CDK_Depict_38_292	CC(/C(=C\C=C)/Cl)N=CC1=CCC(CC1)OC
CDK_Depict_38_294	C1=CC=C(C=C1)C2=CC=C(C=C2)CCN=C3C#CN=CN3
CDK_Depict_38_296	CCCCCCCC(C(=C)SC(F)(F)F)(F)F
CDK_Depict_38_297	CNCCSCC1=C(C=CC=N1)SSC(=C)C(=NC=C)CSCCNC
CDK_Depict_38_298	C1=CC=C(C=C1)C2=C(C(=[Pb](C=C2)Cl)Cl)C3=CC=CC=C3
CDK_Depict_38_299	CC(=O)[C@@H]1[C@@H](N(C1=O)C#C[Si](C)(C)C(C)(C)C)[Si](C)(C)C
CDK_Depict_38_300	CC(C)C1=C(OCC(CO1)(F)P)C(C)C
CDK_Depict_39_2	CCC(CC)CC1C=CN(S1)C
CDK_Depict_39_3	CC(=S)[N+](C)(CC=CCl)CC=CCl
CDK_Depict_39_4	CC(OC)OCCOC1=CSC(=C1)Br
CDK_Depict_39_5	CCCC[Sn+2]I
CDK_Depict_39_6	C1=CC(=S(=O)=S)N(C=C1)[O-]
CDK_Depict_39_8	CC1CC2N(C(=O)C1OO2)CCC(C)C
CDK_Depict_39_9	C=C1CCCC1=CNC2CCCC2
CDK_Depict_39_10	C=1=C(N=C=S1)C(F)(F)F
CDK_Depict_39_11	C(CC(Br)(Br)Br)C(N)Br
CDK_Depict_39_12	B1(NC2=CC=CC3=C2C(=CC=C3)N1)[C@H](CC(=O)OC)C4=CC(=CC=C4)C(OCC)OCC
CDK_Depict_39_13	C1N(CN2C(=NN=N2)N1CN3CN(CN4C3=NN=N4)CC5=CC=CC=C5)CC6=CC=CC=C6
CDK_Depict_39_14	C[Si]([Si](Cl)(Cl)Cl)(Cl)Cl
CDK_Depict_39_15	C(CN=C(N)N)C(C#P=O)(C#P=O)C(=O)O
CDK_Depict_39_16	CC(C=C)[Te]C
CDK_Depict_39_17	C1=CC(=CC(=C1)C(F)(F)F)CC2SC(=NS2(=O)=O)N
CDK_Depict_39_18	CN(C)C1CCN1OC2CCO2
CDK_Depict_39_19	C1=CC=C2C(=C1)C=CNNN2CC(=O)O
CDK_Depict_39_20	COC(=O)C(CNCCCCC1CCOCC1)I
CDK_Depict_39_21	C1(C(O1)(C(=O)O)N)O
CDK_Depict_39_23	C1=CC=C(C=C1)N2NN(C=CN2P(=O)(O)O)P(=O)(O)O
CDK_Depict_39_24	C1=NN=C(C1(CCO)N)N
CDK_Depict_39_25	CC1=CC(=C2C(=C(/C(=C\3/C=CC(=C)C(=C3)C)/[Si]2(C)C)C)C)C=CC1=C
CDK_Depict_39_26	CCO/C(=C(/C)\C(=N/C=C(\C)/CC(=C)NCC1=CC=CC(=C1)C)C)/C=C
CDK_Depict_39_27	C(=O)(C(C(C(=O)O)(Cl)Br)(Cl)Br)O
CDK_Depict_39_28	C1OC=C(O1)C(=O)NC(=O)NC2=CC(=CC=C2)Br
CDK_Depict_39_30	F[Si]1([Si][Si][Si][Si]([Si]1(F)F)(F)F)F
CDK_Depict_39_31	CC(=CC(=C(C)C(NCC=CCOC)(F)F)F)Br
CDK_Depict_39_32	[2H]C(C)(N=O)Cl
CDK_Depict_39_33	CC(C)(C)[Si](C)C(=CC1=CC=CC=C1)S(=O)(=O)O
CDK_Depict_39_34	CC(C)C1(NCCN1)/N=N/C2(NCCN2)C(C)C
CDK_Depict_39_35	C1=CC=C(C=C1)C2=C(SC(=C(S2)Br)C3=CC=CC=C3)[NH+](O)[O-]
CDK_Depict_39_36	[2H]C1(CC1)C([2H])([2H])Br
CDK_Depict_39_37	CC1=NSC(=C1)C(C2=C(NN=C2)N)O
CDK_Depict_39_38	[H][C@]([2H])([C@@]([2H])(C(=O)O)O)N
CDK_Depict_39_39	C1=C(C(=C(N=C1N)C(F)F)Cl)Br
CDK_Depict_39_41	C1=CC(=C(C=C1N)C(Cl)(Cl)Cl)S(=O)(=S)N
CDK_Depict_39_42	[B]C1(CCC2N1C(CCC2)(C)C)[B]
CDK_Depict_39_43	C1=CC(C(C=C1)(O)F)C(=N)Cl
CDK_Depict_39_44	COC(=C=C)C#C
CDK_Depict_39_45	CCN(CC)P(CP(N(CC)CC)OC)OC
CDK_Depict_39_46	CC(C(O)(O)O)(N=[N+]=[N-])O
CDK_Depict_39_47	CCCCSNC(=S)S
CDK_Depict_39_48	C(=O)(N)ON(N)S
CDK_Depict_39_49	CC(=O)NC1=CN=NS1=O
CDK_Depict_39_50	C1=CC=C(C=C1)C[C@H](C2=CC=C(C=C2)C3=CC=C(C=C3)Br)C4=CC5=C(C=C4)C6=CC=CC=C6C=C5
CDK_Depict_39_51	CC1NC(=C(N1)/N=C\N=C)C
CDK_Depict_39_52	C1=CN=C(N1)CNC(=O)C(F)(F)Cl
CDK_Depict_39_53	C1=CC2C(=C(SC(=O)O2)N=NC3=C4C=CC=CC4OC(=O)S3)C=C1
CDK_Depict_39_54	CONN(N)ON
CDK_Depict_39_55	[2H]C1C(=O)C2CCN1CC2
CDK_Depict_39_56	CS(=O)(=O)C1=CNC(S1)NC(=O)C2=CC(=CC=C2)O
CDK_Depict_39_57	CC(C)(C)C(COCCOCCOC1=C(C=C(C(=C1)N)N)ONC(=O)O)(C(C)(C)C)NC(=O)O
CDK_Depict_39_58	CS(=O)(=O)C1OCCCS1
CDK_Depict_39_59	C/C(=C(\CN(C=C)C=C)/N)/SN1CCCCC1
CDK_Depict_39_60	CN(C)/C=C(\C(=C)Cl)/C(=O)O
CDK_Depict_39_61	CN(C)ON(C)CON(C)O
CDK_Depict_39_62	C1=CC=C(C=C1)NC2=NC(=O)SS2
CDK_Depict_39_63	C1=CC=C(C=C1)[Se](=[Se])(=[Se])C2=CC=CC=C2
CDK_Depict_39_65	C1CCC2=C(C#CC1)C(C=CS2)(F)F
CDK_Depict_39_66	CCN=[P+](C(C)C)[S-]
CDK_Depict_39_67	C[C@@](C(C)(C)C)(N(C)C(=C)C(C)(C)C)P
CDK_Depict_39_68	CCCCCOC(=O)CC(C)NP(CO)OC1=CC=CC=C1
CDK_Depict_39_69	C/C(=C\C(=C(/C=C)\OC)\OC)/CC(C)(/C(=N/NN)/N)NCCCS(=O)O
CDK_Depict_39_70	C1=CC(=CC=C1C#N)C2=C(SC(N2)Cl)Br
CDK_Depict_39_71	C1=C(C(=O)NC1=O)[SiH2]C2=CC(=O)NC2=O
CDK_Depict_39_72	CCOCC1=CN(C(=NC1=N)C)CC(=O)C2=CC=CS2
CDK_Depict_39_73	C[Si](C)(C)C(F)(F)[Se]C1=CC=CC=C1
CDK_Depict_39_74	C1CNCCC12CCSCS2
CDK_Depict_39_75	CSC(CCOCC#CI)COC1=CN=CN=C1
CDK_Depict_39_77	CC(C)(C)P(C1=CC=CN1C)Cl
CDK_Depict_39_78	C1=CC=C(C=C1)[PH-](C[PH-]([C+]2C=C[CH+]C=C2)([C+]3C=C[CH+]C=C3)(F)F)(C4=CC=CC=C4)(F)F
CDK_Depict_39_79	CS(C)(C#C)C#N
CDK_Depict_39_80	C1=CC=C(C=C1)[Se]S(=O)(=O)C(F)(F)F
CDK_Depict_39_81	CCC1=CC(=C[Se]1)Br
CDK_Depict_39_82	C[C@H](C1=CC=CC=C1)N=C(NC#N)NC2=CN=CN=C2
CDK_Depict_39_83	CC1(NC(OCO1)(C)C)C
CDK_Depict_39_84	CC1=NC(=CN=C1C=C)N2C=NN=N2
CDK_Depict_39_85	CCCCCCC=S(=O)(C)N
CDK_Depict_39_86	B(C1=CC=CC=C1)(OC)OC(=C(C)C)/C=C/2\C(=C)CCO2
CDK_Depict_39_87	C1[C@@H]([C@@H](CN1)ON)O
CDK_Depict_39_88	CI(C#N)(F)(Cl)Br
CDK_Depict_39_89	CC/C=C/CC[C@]12CS1(CCO2)CN=CC=C(NC(=O)C)N(C)CC
CDK_Depict_39_90	CC(C/C(=C\C(=C)C)/Cl)C(C)NC(=S)C
CDK_Depict_39_91	B1(CC=CC=C1)C(F)F
CDK_Depict_39_92	C[Bi](C)C(C1=CC=CC=C1)C2=CC=CC=C2
CDK_Depict_39_93	CNC(C(=O)N(C)OC)Br
CDK_Depict_39_94	CN1CCOC2(C1)CN(C2)SF
CDK_Depict_39_95	CC(C)OP(=O)(C)CCCP(C)CCCPC
CDK_Depict_39_96	CC(CCCCN=C(N)N)(C(=O)I)N
CDK_Depict_39_97	C1=CC=C(C=C1)C(=C(NC2=CC=CC=C2)NNC(=O)C3=CC=CC=C3)C4=CC=CC=C4
CDK_Depict_39_98	C1(=C(C(C1(Br)Br)(Br)Br)Br)Br
CDK_Depict_39_99	C/C=C\C(=C)OC(C)(C)OC(C)CNC(=O)O
CDK_Depict_39_100	CCOC(=O)C(C)C(=C=C(C)C)Br
CDK_Depict_39_101	C1SC=CN(S1)C2=CSC=C2
CDK_Depict_39_102	C1CC1([C@H](N2CCNCC2)I)O
CDK_Depict_39_103	C=C/C(=C(\C(=C)Cl)/[N+](=O)[O-])/C(=O)O
CDK_Depict_39_104	CC(=O)NCCN/C(=C(/C=C)\Br)/N=C(\N)/Cl
CDK_Depict_39_105	CC(C)(C)N(S(=O)O)Cl
CDK_Depict_39_106	C1=CC(=C(C(=C1)[SiH2]O[SiH2]C2=CC(=C(C=C2)C(=O)O)C(=O)O)C(=O)O)C(=O)O
CDK_Depict_39_107	CCC1=NN=CC1(OC)Br
CDK_Depict_39_108	B(C(C)(C)C)N=C=S
CDK_Depict_39_109	CCCOP(P)P
CDK_Depict_39_110	CC1C2C(CCCC2=C)N(N1)I
CDK_Depict_39_112	C1CCC(C1)(CC(=O)NC2=CC=CC(=C2)C3=NC=CN3)O
CDK_Depict_39_113	CCSC(=S)SC1(CC1(C)C(=O)C)C
CDK_Depict_39_114	C1=C(NC(O1)CN)CO
CDK_Depict_39_115	CC(CCl)(CBr)OC1COC1
CDK_Depict_39_116	C1COCC1(C#N)C2=NC=CC=N2
CDK_Depict_39_117	C1=CC(=CC(=C1)[Pb](C2=CC=CC(=C2)[N+](=O)[O-])(C3=CC=CC(=C3)[N+](=O)[O-])C4=CC=CC(=C4)[N+](=O)[O-])[N+](=O)[O-]
CDK_Depict_39_118	C1=CC(C(C=C1)(P(=S)(C2(C=CC=CC2Cl)Cl)S)Cl)Cl
CDK_Depict_39_119	CCCON1CCSC1S(=O)(=O)N=NC(=O)NC2=NC(=NC(=N2)OC)OC
CDK_Depict_39_120	CC(C)(C)N(C(C)(COC1=CC=CO1)C(=O)NC2=CC=CC=C2)O
CDK_Depict_39_121	CP(=O)(OP)OP
CDK_Depict_39_122	CC(CCC1CC(C1F)F)(O)OC
CDK_Depict_39_123	CC1=C(C[Ge]C(C1)(C(C)(C)C)O[Si](C)(C)C)C
CDK_Depict_39_124	C1C(=P)CO1
CDK_Depict_39_126	C[C@@H](CC(=O)O[C@@H](C)/C=N\O[Si](C)(C)C(C)(C)C)OC(=O)/C=C/[C@H]([C@H](C)O)OCOCCOC
CDK_Depict_39_127	CC1(CC(=C)O[Si](O1)(C)C=C)C
CDK_Depict_39_128	CC(C)C(C)(C=C(C=C(COC)C(C)N=C/C(=C\CCN1CCNCC1)/S(=O)(=O)C)Cl)OC
CDK_Depict_39_129	CCCCN(CCC)C=CC(C)C1CCCC2(CC2C=C=CC1)F
CDK_Depict_39_130	CCCP(CCCCCCCC/C=C\CCCCCCCCCCC(O)O)Br
CDK_Depict_39_131	C1=CC=C(C=C1)CS(CC2=CC=CC=C2)(C3=CC=CC=C3)F
CDK_Depict_39_132	C1N=C2C(=N2)O1
CDK_Depict_39_133	B(C1=CC=C(C=C1)F)(C2=CC=C(C=C2)F)/C(=C(\CC)/C3CCCCC3)/C4=CC=C(C=C4)F
CDK_Depict_39_134	CC1=NOC(C1)CNCC2=CC(=CC=C2)C#N
CDK_Depict_39_138	COS(=O)(=O)CN1CCC(=CC1)C2=NC=NS2
CDK_Depict_39_139	C[Si](C)(C)/C=C/C(=C/C(=O)N)/C#C[Si](C)(C)C
CDK_Depict_39_140	CC(C)(C)[Si](C)(C(C)(C)C)[Si]1S[Si](S1)[Si](C)(C(C)(C)C)C(C)(C)C
CDK_Depict_39_141	CC1C=CC(=CC1PC)PC
CDK_Depict_39_142	CCC(C)/C(=C(/C#N)\I)/C(C(F)(F)F)(F)F
CDK_Depict_39_143	C1C(=C(CS1(=O)=O)SC2=CC=CC=C2)N=[N+]=[N-]
CDK_Depict_39_144	C1=CN(SC2=C1C=C(C=N2)F)I
CDK_Depict_39_145	CC(=O)NC(C)(C)NCCOCCOCC(C)(C)C(=O)N
CDK_Depict_39_146	CCCCCOC(=C)N/C(=C(\CC)/C=C)/C=C/Cl
CDK_Depict_39_147	C1=CC(=NS)C=CN=C1
CDK_Depict_39_148	CC(S/C=C\N)I
CDK_Depict_39_150	C=CC(=O)OCC(=C)OS(=O)(=O)O
CDK_Depict_39_151	C1=CC(=CC=C1CBr)[Ar]I
CDK_Depict_39_152	CCCCOC1C(=CC(=NN1)/C=C/C2CCCCC2)OCCCC
CDK_Depict_39_153	C1=CC=C(C(=C1)C(O)(F)Br)F
CDK_Depict_39_154	C1=CPC(=C1)C2NO2
CDK_Depict_39_155	C1=CC=C2C=C(C=CC2=C1)OCC3=NS(=O)ON3
CDK_Depict_39_156	CC(=O)C[C@@H](CC1=CC=CC=C1)C(=O)SCP(C2=CC=CC=C2)C3=CC=CC=C3
CDK_Depict_39_158	C1=C(C(N(C(=O)N1Cl)Cl)(N(Cl)Cl)Cl)Cl
CDK_Depict_39_159	CC(C)(CCCC1=CC=CC=C1F)NC[C@H](CN(C)[Si]C2=CC(=CC(=C2)C(F)(F)F)CCCC(=O)O)O
CDK_Depict_39_160	CC1=NC=C(N=CC=CC(=C1)N)C(F)(F)F
CDK_Depict_39_161	CCCNN(C(C=C(NC)NCC)N)NC(C)C
CDK_Depict_39_162	CCC(C)C(C(C)(C)C(N=C=O)(O)O)N=C=O
CDK_Depict_39_163	CC1C(P1OC2=CN(N=C2)C(C)(C)OC)(C)C
CDK_Depict_39_164	CS1(=O)(CCCCCCCCC1C2CCCCCCCCC2)I
CDK_Depict_39_165	CO/N=C\1/CN[C@H]1CN
CDK_Depict_39_166	CC1C=C(C(=C[P+](=CC2=C(C=C(C=C2C)C)C)O[P+](=CC3=C(C=C(C=C3C)C)C)C=C4C(=CC(C=C4C)C)C)C(=C1)C)C
CDK_Depict_39_167	CC(C(C(=O)NC1CC1)O)N(C(=O)O)C2(CCC2)I
CDK_Depict_39_168	CCN(CCOCCOCNN(C=C)C(=O)C)C(=O)C
CDK_Depict_39_169	C=CCNC(=S)N1CCC2=C(C1)NNC2=O
CDK_Depict_39_170	C1=CC=C2C(=C1)C(=S)C3=CC=CC=[N+]3N2
CDK_Depict_39_171	[2H]C([2H])([2H])C(=O)N[C@@H](CS)C(=O)N
CDK_Depict_39_172	CC(=O)/C(=C\C(=O)C=C)/SS
CDK_Depict_39_173	C1=CC=C(C=C1)O[P+](C2NC3=CC=CC=C3C(=S)S2)([O-])OC4=CC=CC=C4
CDK_Depict_39_174	CN1[C]=NC=NC1=S
CDK_Depict_39_175	C/C(=N\NC(=O)N=NC1=C(C=C(C=C1Cl)Cl)Cl)/CN2N=C(N=N2)[N+](=O)[O-]
CDK_Depict_39_176	CC(=COCC1CCCO1)C(C(=O)C)C(=O)C
CDK_Depict_39_177	C1=CC=C(C=C1)C2=CC(=O)N(S2)NCC3=CC=C(C=C3)OC(F)F
CDK_Depict_39_178	CC(C)N(C(C)C)P([O-])OCC(CCC#N)N(C)CCP(=O)(OC)OC
CDK_Depict_39_179	[B]N1CCN(CC1)C2=NNN=C2C3=NC=CS3
CDK_Depict_39_180	CC(C)N1CCN(P1C2N3CN4CN(C3)CP2C4)C(C)C
CDK_Depict_39_181	C(C(=O)C(C(=O)F)(F)F)C(F)(F)F
CDK_Depict_39_182	C1CC2(CCC1C2)SP(=S)(N)SC34CCC(C3)CC4
CDK_Depict_39_183	[B-]12(OCC(CO1)(CO2)C)C3=C(ON=C3C)C
CDK_Depict_39_184	C[Si](C)(C)C(CC(=C)C1=CC=CC=C1)(F)F
CDK_Depict_39_185	CC(C(=O)O)(C(=O)S(=O)(=O)N)O
CDK_Depict_39_186	NP(O)[Se-]
CDK_Depict_39_187	C1C[In]N(C1=O)C2=CC=CC=C2
CDK_Depict_39_188	C1=CC(=O)O[Hg]OC1=O
CDK_Depict_39_189	C(=O)(C(F)(Cl)Cl)OP(=O)(O)O
CDK_Depict_39_190	CCC(/C(=C/C)/C)(ONC)I
CDK_Depict_39_191	C1C=CC2=C(S1)N=NN=N2
CDK_Depict_39_192	CNC(=O)C(=NO)C1=CSC(=N)N1O
CDK_Depict_39_194	CN(CCCl)C(CCl)P=O
CDK_Depict_39_196	C1=CN=CN=C1C2(C=CN=N2)N
CDK_Depict_39_197	C1=CC=C(C=C1)NC2=C(C(=O)O[C@H]2NC(=O)N[C@H]3C(=C(C(=O)O3)Br)NC4=CC=CC=C4)Br
CDK_Depict_39_198	B1(CCCCN1C2=CC=CC=C2)OB3CCCC=[N+]3C4=CC=CC=C4
CDK_Depict_39_199	CCOC(/C(=C(/C(NC(F)(F)F)(F)F)\F)/F)(F)F
CDK_Depict_39_200	CCN(CC)C1=CC(=S)SC(C1)(C)C
CDK_Depict_40_1	CC1(C=CC(N=NN1)(C)S)C
CDK_Depict_40_2	C(C(C(Cl)Cl)(Cl)Cl)OCS
CDK_Depict_40_3	CC(=O)OCN(CCCC(C1=CN=CC=C1)O)N=O
CDK_Depict_40_4	C1CSC(=C1C=O)C2=NC=CC=N2
CDK_Depict_40_5	C1COC(CN1)N(C2=NN=CC=C2)N3C=CC=C3
CDK_Depict_40_6	C1CCC(CC1)(C(=NOS(=O)(=O)C(F)(F)F)C#N)C(F)(F)F
CDK_Depict_40_7	CC/C(=C\C=C(/C=C)\N(C)SC1=NC=NC(=C1)NCC)/F
CDK_Depict_40_8	C([C@@H](C(=O)OSC[C@@H](C(=O)SS)N)N)S
CDK_Depict_40_9	CCC1=C=CC2(C1(P2)C)C
CDK_Depict_40_10	CP(=O)(C[C@H](CN=[N+]=[N-])O)[O-]
CDK_Depict_40_11	CCCC/C(=C(\C#N)/C(=O)N)/SOCC
CDK_Depict_40_12	C1(C(SOP(=O)(O1)O)(Cl)Cl)(Cl)Cl
CDK_Depict_40_13	C1C2C(=CC=NC1=O)OCO2
CDK_Depict_40_14	CC(=NC(=N)C1=CC=CC=N1)C2=C(C=CC(=C2)F)F
CDK_Depict_40_15	CCS(CSOC1=CC(=C(C=C1)C)C)(NC2=CC(=C(C=C2)F)F)O
CDK_Depict_40_16	C=CC12C=CC1(O2)C=C
CDK_Depict_40_17	C1=CC=C(C=C1)N=N/C(=C/C(C(F)(F)F)(F)F)/F
CDK_Depict_40_18	C1CS(CC1CC(=O)CBr)(O)O
CDK_Depict_40_19	C(#N)ONS
CDK_Depict_40_20	C1=CC=C(C=C1)C2C=CC(C=C2)(P(=O)(O)O)P(=O)(O)O
CDK_Depict_40_21	CS1(=NC(=O)NC(=C1)C(=O)O)=O
CDK_Depict_40_23	C1=C(N=C2N1C=NN=C2)O
CDK_Depict_40_24	[B]C(C)(C)C(=O)NC1CC(=NO1)C2(CCCC2)COC3CCCCO3
CDK_Depict_40_25	C1=COC(O1)C2=C(C=NN2)C#N
CDK_Depict_40_26	CCC/C(=C(/C#N)\NC(C)(C)C)/OC
CDK_Depict_40_27	CS(C)(C)(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3P=O
CDK_Depict_40_28	CSC1=C(NN=C1)Br
CDK_Depict_40_29	[C-]#[N+]CC1CSCC1C[N+]#[C-]
CDK_Depict_40_30	CN/C(=C(\NC)/[N+](=O)[O-])/C1CCCO1
CDK_Depict_40_31	CCNC(=O)C(=O)N(NCC)O
CDK_Depict_40_32	CC1=C(C=CC=C1Cl)CI2CC2
CDK_Depict_40_33	C1=NNN=C1CSOOO
